,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id,type
871,트렌칼로스 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161285.jpg?209846,보데가스 아바니코,스페인,라,소비뇽 블랑,white,8.5,1.0,4.0,2.0,1.0,"생선류와도 잘 어울리며, 음식 없이 즐기기에도 좋다.",35000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=161285,"발은 밀짚색에 향신료가 섞인 라임과 녹색 사과, 복숭아 등의 상큼한 과실향에 허브 감귤류의 과실 맛이 가지고 있다. 드라이하고 둥글둥글하며, 적당한 피니시와 함께 섬세하고 깨끗하게 마무리되는 와인이다.
35,000원 (750㎖)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,871,a
894,팔로 알토 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161224.jpg?612857,갤로 패밀리 빈야드,칠레,마울레,소비뇽 블랑,white,12.0,1.0,4.0,2.0,1.0,"해산물 요리와 신선한 샐러드류와 잘 어울린다.
",9000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=161224,"녹색 빛을 띠는 옐로우 칼러를 띠며, 감귤류의 향, 허브의 향, 복숭아의 향이 강렬하며, 신선하고 균형잡힌 산도가 인상적인 와인이다.

안데스 산의 영향을 많이 받아 일교차가 큰 마리포사 지역의 포도 위주로 만들어진 와인으로 일교차로 인해 와인의 향이 더욱 매력적이고 신선하게 농축된 느낌을 주는 와인으로, 최근 가파른 성장세에 있는 칠레 화이트 와인의 저력을 보여주는 와인이다.

9,900원 (750㎖)",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,894,a
979,게로바실리우 화이트,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160721.jpg?172841,크티마 게로바실리우,그리스,,아시르티코,white,9.0,1.0,4.0,2.0,1.0,"신선한 조개, 굽거나 찐 생선, 흰 살 고기, 아시아 음식, 크림 소스를 얹은 파스타, 각종 에피타이저, 그리스 페타 치즈와 토마토를 얹은 샐러드와 잘 어울린다. 
",85000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160721,"초록빛이 감도는 밝은 금빛을 띠며, 열대과일, 그린 페퍼, 자스민, 오렌지, 메론 그리고 레몬의 향이 인상적인 와인이다.
강렬한 이국적인 과일향과 그린 페퍼, 자스민, 오렌지, 메론, 레몬향이 어우러져 있으며, 리치하고 끝 맛에서 레몬의 맛이 느껴진다.
85,000원 (750㎖)",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,979,a
980,게로바실리우 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160720.jpg?872587,크티마 게로바실리우,그리스,,소비뇽 블랑,white,14.0,1.0,4.0,2.0,1.0,"조개, 레몬버터를 겉들인 넙치 혹은 가자미 요리, 가금류 요리, 돼지고기 요리, 훈제 치즈 등과 잘 어울린다.",87000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160720,"밝은 노란 금빛 색을 띠며, 프렌치 오크통에서 발효된 후 앙금과 함께 몇 개월간 더 숙성된다.
열대 과일의 향이 파인애플, 멜론, 스모키한 바닐라의 맛과 어우러져 있는 와인이다.
87,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,980,a
1090,칼리테라 리제르바 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0156000/W0156270.jpg?718983,칼리테라,칠레,센트럴,소비뇽 블랑,white,9.0,1.0,4.0,2.0,1.0,"샐러드, 흰살 생선이나 해산물",25000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=156270,"투명하고 맑은 볕짚색을 띠고, 구즈베리, 갓 자른 풀잎, 시트러스와 허브향이 느껴지며, 신선한 감귤류의 느낌과 산뜻한 산도가 마치 뉴질랜드의 소비뇽 블랑을 닮은 와인이다.
25,000원 (750㎖)",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1090,a
1401,"자불레 베르쉐르, 부르고뉴 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0151000/W0151444.jpg?589066,도멘 자불레 베르쉐르,프랑스,부르고뉴,피노 누아,red,12.5,1.0,4.0,2.0,2.0,"로스구이, 그릴에 구운 육류, 치즈 등과 잘 어울린다.",65000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=151444,"밝은 빛의 미디엄 레드 컬러를 띠고, 흑적색 과일의 기분좋은 아로마, 감초 향이 느껴지며, 프레쉬한 과일느낌과 약간의 스파이시함 그리고 그윽하고 풍만하면서도 거칠지 않는 스타일의 와인이다. 은은한 나무향 노트의 피니쉬를 가지고 있다.

65,000원 (750㎖) 티애니떼루와(주)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1401,a
1405,프랑수아 마르트로 피노누아 부르고뉴,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151398.jpg?971149,프랑수아 마르트로(트레쉬),프랑스,부르고뉴,피노 누아,red,12.0,1.0,5.0,2.0,2.0,로스팅된 붉은 고기류에 잘 어울리며 가벼운 치즈에 먹으면 좋다.,65000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=151398,"붉은과일류의 부케와 감초향이 은근하게 풍긴다. 버건디 와인의 전형적인 피노누아의 품종을 느낄 수 있는 와인이며, 입안에서 감도는 부드러움이 푸룻티함과 산도가 적절하게 균형을 이루며 음식과 함께 마시면 더욱 좋다. 탄닌감이 느껴지지만 부드럽고 피니시가 좋은 와인으로 2012~2013년이 마시기 적절한 기간이다.
65,000원 (750㎖) 무학주류상사",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1405,a
1482,"기오네 안나, 바르베라 다스티 수페리오레",http://img.wine21.com/WINE_MST/TITLE/0151000/W0151024.jpg?154666,기오네 안나,이탈리아,피에몬테,바르베라,red,13.0,1.0,4.0,2.0,2.0,"모든 육류, 치즈와 잘 어울리고 다크초콜릿과도 좋은 궁합을 이룬다.",59000.0,,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=151024,"밝은 루비색으로,잘 구운 아몬드의 향과, 감초의 향과 맛이 잘 어우러져 있다. 정성스레 손 수확한 한다. 30도의 온도를 지키며 껍질과 함께 파쇄하여 일정기간 스테인레스 탱크에서 숙성을 시킨 후 프랑스 오크통에서 6~8개월간 재숙성시킨다.
59,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1482,a
1487,에라주리즈 싱글 빈야드 소비뇽 블랑 ,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150996.jpg?313390,비냐 에라주리즈,칠레,아콩카구아,소비뇽 블랑,white,14.0,1.0,4.0,2.0,1.0,"해산물 그릴요리 , 흰살생선 요리, 크림소스의 파스타, 스파게티, 연어요리, 치즈등과 어울린다. ",75000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150996,"옅은 그린색이 가미된 옐로우톤으로 열대과일의 향이 풍부하고 미네랄과 허브향의 균형이 완벽하고 아콩카구아를 대표하는 최고의 와인이다.
'에라주리즈' 사에 대하여
- 1870년 Don Maximiano Errazuriz가 포도 생산에 이상적인 Aconcagua Valley를 개발하여 칠레 포도 생산 지역으로 만든 이래, Errazuriz Wine은 140여년 동안 고급 칠레 와인을 생산
- 현재 그 5대째 전통을 잇고 있는 Errazuriz는 Estate Family Winery의 전통을 고수 함과 동시에 와인 제조 기술의 근대화를 통해 ‘고급 칠레 와인’으로 포지셔닝
- “최고의 땅에서 최고의 와인이 난다” 라는 창업자의 철학에서도 엿볼 수 있듯이, Aconcagua, Casablanca, Curico, Maipo Valley에서 선별된 Estate와인만을 사용하며 가장 자연적인 공정을 통해 높은 수준의 와인을 생산하는 것으로 세계적으로 정평을 얻음
75,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1487,a
1543,컨츄리 산머루 드라이,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150709.jpg?827824,컨츄리 농원,대한민국,,머루,red,14.0,1.0,4.0,2.0,3.0,"돼지갈비, 갈비찜, 튀김, 볶음요리, 그릴에 구운 스테이크 요리, 스파이시한 음식, 베이컨, 햄버거, 피자등의 간편한 요리와도 잘 어울린다. ",20000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150709,"진한 붉은 흑색의 빛깔과 은한 산나무향으로 시작하고, 부드러운 탄닌과 산미감이 조화를 이루어 미디엄 바디의 묵직한 질감을 유지하면서 산머루 특유의 쌉싸름한 피니쉬가 일품이다.

20,000원 (750㎖)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1543,a
1559,"옐랜즈, 웨이 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150624.jpg?580568,옐랜즈 (에랜즈),뉴질랜드,사우스,소비뇽 블랑,white,13.0,1.0,5.0,2.0,1.0,"굴, 새우, 홍합, 조개류 등의 해산물 요리, 고트 치즈 샐러드, 가금류 요리 등과 잘 어울린다.",41000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150624,"옐랜즈 웨이 소비뇽블랑은 포도가 자라난 환경을 잘 반영하고 있다. 구아바, 패션프루트 같은 열대과일과 함께 다양한 허브 아로마를 가지고 있다.
41,000원 (750㎖)",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1559,a
1626,블라송 머큐리,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150448.jpg?199997,블라종 드 부르고뉴,프랑스,부르고뉴,피노 누아,red,13.0,1.0,4.0,2.0,2.0,"샤브샤브, 신선한 해산물 볶음 요리, 육회, 불고기, 떡갈비, 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.",34000.0,,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150448,"신선한 포도, 향신료와 바닐라가 조화된 스타일리쉬한 향과 더불어 부드럽고도 파워풀하며 복합미 넘치는 아로마는 절제과 균형의 미를 선보인다.
34,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1626,a
1627,블라송 부르고뉴 피노 누아,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150447.jpg?949697,블라종 드 부르고뉴,프랑스,부르고뉴,피노 누아,red,13.0,1.0,5.0,2.0,2.0,"버섯전골, 샤브샤브, 육회, 불고기, 떡갈비, 스테이크등과 함께 하면 좋다.",28000.0,,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150447,"블라종의 베스트 셀러 중 하나인 부르고뉴 피노 누아 이다. 진한 체리와 검붉은 과일의 맛이 부르고뉴의 떼루와를 잘 반영하여 완숙하게 표현 되어 있고, 여기에 가죽 향이 더해져, 더욱 깊고 중후한 매력을 풍긴다.
28,800원 (750㎖)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1627,a
1628,블라송 샤블리,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150446.jpg?602086,블라종 드 부르고뉴,프랑스,부르고뉴,샤르도네,white,12.0,1.0,5.0,2.0,1.0,"해산물 찜, 림소스의 파스타, 스파게티, 연어요리, 생선회, 모듬전, 굴 요리, 닭백숙, 대하구이 등과 잘 어울린다.",29000.0,,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150446,"부르고뉴의 떼루아를 가장 잘 표현한 화이트 와인인 샤블리는, 샤블리 지역 특유의 토질로 인하여 와인 자체에서 느껴지는 고유의 광물 향이 잘 표현 되어 있다. 농익은 배, 살구와 더불어 향긋한 향신료와 버터 스카치, 살짝 감도는 벌꿀의 향은 입안에서 오랫동안 이어지는 산도와 더불어 완벽한 구조를 자아낸다.
29,800원 (750㎖)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1628,a
1641,"토마시, 소아베 클라시코",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150380.jpg?360078,토마시,이탈리아,베네토,가르가네가,white,12.0,1.0,4.0,2.0,1.0,"각종 야채볶음요리, 부드러운 소스의 중국음식, 일본퓨전 음식, 강하지 않은 소스의 한식과도 잘 어울린다.
",36000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150380,"연한 달빛의 노란색, 꽃 향기 계열의 부드럽고 섬세한 아로마와 부드러운 질감과 함께 깔끔한 느낌을 느낄 수 있으며, 아몬드 향이 뒷맛에 남는다.
36,000원 (750㎖)",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1641,a
1656,데이빗 스톤 피노누와,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150346.jpg?003031,갤로 패밀리 빈야드,미국,캘리포니아,피노 누아,red,8.5,1.0,4.0,2.0,2.0,"크림 파스타와 훈제 연어요리, 부드러운 치즈 등과 잘 어울린다. ",14000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150346,"진하고 투명한 자주색을 띄며 농익은 체리향의 아로마와 가벼운 장미향과 함게 약간의 스파이시 함이 조화를 이룬다. 블랙체리와 빨간 자두의 맛이 적절이 조화되어 좋은 밸런스를 가지는 미디엄 바디의 와인.
14,800원 (750㎖)",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1656,a
1676,초노 리제르바 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150231.jpg?618480,지이오 와인즈,칠레,아콩카구아,소비뇽 블랑,white,8.5,1.0,4.0,2.0,1.0,"식전주, 조개류, 생선요리, 해산물, 신선한 샐러드 등과 어울러진다.",22000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150231,"자몽, 키위향의 가볍고 신선한 와인으로 끝맛에서는 감귤과 허브향을 느낄 수 있다. 이 와인은 태평양으로부터 약 25km 떨어진 카사블랑카 밸리의 Tapihue의 하위 지역에서 생산되고 대양의 영향으로 신선하고 향기롭고 그리고 독특한 소비뇽 블랑을 생산할 수 있는 최적의 환경을 제공한다.
22,000원 (750㎖)",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1676,a
1685,"까사스 파트로날레즈, 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150182.jpg?358335,까사 페트로날레스,칠레,마울레,카베르네 소비뇽,red,9.0,1.0,4.0,2.0,3.0,"구운 고기, 치즈, 파스타, 볶음음식, 한식과도 잘 어울린다.",26000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150182,"강렬한 루비 빛 적색, 숙성된 적색 과일의 향, 플럼의 향과 블랙 베리, 오묘한 느낌의 카라멜 의 맛이 특징이며 피니쉬가 길고 부드럽다.
26,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1685,a
1714,산타 아나 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150019.jpg?551109,산타 아나,아르헨티나,산,소비뇽 블랑,white,13.0,1.0,4.0,2.0,1.0,"흰색 고기나 바다 생선 요리, 치즈의 식전 반주로 이상적이며, 이들 음식과 먹어도 좋다.",29000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150019,"산타아나 쇼비뇽 블랑은 그린을 연상 케하는 밝은 노란색을 띤다. 산뜻한 허브향의 신선함이 입안 가득 차고 맛이 아주 잘 조화되어 끝까지 밸런스를 유지시켜 준다.
29,000원 (750㎖) 무학주류상사",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1714,a
1724,"톨 홀스, 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149988.jpg?941152,톨 홀스,남아프리카,케이프,시라/쉬라즈,red,9.0,1.0,4.0,2.0,4.0,"구운고기 혹은 냄비요리에 잘 어울리고, 또한 토마토가 기본이 되는 이탈리아 음식과 치즈요리와도 잘 어울린다. ",15000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=149988,"강렬한 블랙베리의 부드럽고 우아한 맛을 내고 부드러운 타닌산과 오크나무의 깊은 향, 설레는 야생의 향과 매혹적인 덩굴딸기, 블랙체리의 향을 가지며, 깊은 흑색을 띄는 진홍색의 아름다운 깊이 있는 색깔이다.

15,000원 (750㎖) 무학주류상사",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1724,a
1751,"람블린 에 피스, 뉘 생 조르쥬",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149927.jpg?105272,람블린 에 피스,프랑스,부르고뉴,피노 누아,red,8.5,1.0,4.0,2.0,2.0,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.
",180000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=149927,"짙은 적색과 블랙커런트, 체리등의 향과 함께 스파이시하며 파워풀한 향, 부르고뉴에서 가장 강한 탄닌을 지닌 와인이다.
180,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1751,a
1771,"이까르디, 수리지반 랑게 네비올로",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149891.jpg?722969,이까르디,이탈리아,피에몬테,네비올로,red,14.0,1.0,4.0,2.0,4.0,"모든 종류의 고기, 특히 양고기와 허브가 들어간 부드러운 생치즈등과 함께 하면 좋다.",100000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=149891,"밝은 루비 색,가넷 색과 잘 익은 붉은 과실향,스파이시,스모키한 향, 수확이 늦고 포도 껍질 자체가 두꺼워 농익은 과일의 향이 뛰어나며 산미와 탄닌이 부드럽게 믹스되며 블랙체리와 아니스 , 감초향이 끝까지 힘있는 타닌이 조화를 이룬다.

100,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1771,a
1783,라 토스카 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149878.jpg?522730,비나 페라릴오,칠레,라펠,소비뇽 블랑,white,9.0,1.0,4.0,2.0,1.0,"가벼운 에피타이저나 해산물 요리, 연어요리, 베이글, 치즈등과 어울린다. ",25000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=149878,"초록빛이 감도는 노란 빛과 흰 복숭아와 파인애플의 향, 열대과일의 맛과 살짝 느껴지는 허브의 향이 조화로우며 살짝 느껴지는 산미가 상큼한 느낌을 전해준다.

25,000원 (750㎖)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1783,a
1801,에스피리뚜 클래식 소비뇽 블랑 ,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149834.jpg?876661,에스피리뚜 드 칠레,칠레,센트럴,소비뇽 블랑,white,12.0,1.0,4.0,2.0,1.0,"식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 가볍게 조리한 흰살 생선, 닭 가슴살 요리 등과 어울린다.",27000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=149834,"칠레 Top 10 와이너리인 아레스티와 독일 최대 와인업체인 락케의 합작 프로젝트. 6년 이상 준비 기간을 거쳐 출시와 동시에 유럽, 미국, 일본 등 17개 국가에 수출되어 호평을 받고 특히 거대 DFS인 Heinemann을 통해 유럽 대부분 도시 면세점에서 판매되고 있습니다.

유럽의 기술과 칠레의 자연이 만나 탄생한 와인이다. 브랜드는 칠레의 영혼이란 의미로 로고는 잉카의 황금 태양을 상징. 받는 이의 부귀 영화를 기원합니다.

2007 샌프란시스코 Wine Competition에서 2006 빈티지가 동메달을 수상하는 등 각종 권위 있는 대회에서 수상하였다.

투명하고 맑은 금색을 띠고 있으며 상꽤한 사과향이 신맛을 내면서 부드러운 견과류향과 어우러져있으며 시간이 지나면서 바닐라 향과 파이애플향이 올라옵니다.
27,000원 (750㎖)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1801,a
