,title,img_link,alcohol,size,wine_type,sparkling,sweetness,grape_type,country,aroma,flavor,winery,color,food_pairing,charms,link
39,La Marina ,http://www.wine.co.kr/upload/products/wineList/chile/LaMarina.png,11.0%,750ml,Red,Still,Sweet,카버네 소비뇽,"칠레, 마울레밸리(Maule Valley)","사과, 복숭아, 씨트런향과 잘 조화를 이룬 향",프레쉬하고 스위트한 과일의 맛을 지니고 있고 산도가 잘 조화를 이루고 있으며 aftertaste가 오래 지속되는 와인입니다.,Balduzzi,짙은 루비 빛,"붉은 육류, 파스타, 치즈",달콤한 레드와인으로 그 자체만으로도 즐길 수 있는 와인입니다.,http://www.wine.co.kr/wine/127
40,La Minga Carmenere ,http://www.wine.co.kr/upload/products/wineList/chile/LaMingaCarmenere.png,12.5%,750ml,Red,Still,Medium Dry,기타,"칠레, 센트럴 벨리(Central Valley)","블랙커런트, 스파이시한 아로마가 강하게 나며, 담배, 커피, 바닐라 향도 함께 느낄수 있음.",파워풀하면서도 단맛과 부드러운 탄닌의 밸런스가 돋보이는 와인임. 미디움 바디로 긴 여운이 특징적임.,Sur Andino S.A,바이올렛 빛깔,"붉은 육류, 파스타, 치즈",부드럽고 부담없는 맛으로 쉽게 즐길 수 있는 와인으로 신선한 풍미를 가지고 있습니다.,http://www.wine.co.kr/wine/226
41,La Minga Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/LaMingaCabernetSauvignon.png,12.5%,750ml,Red,Still,Medium Dry,기타,"칠레, 센트럴 벨리(Central Valley)","블랙커런트, 스파이시한 아로마가 강하게 나며, 담배, 커피, 바닐라 향도 함께 느낄수 있음.",파워풀하면서도 단맛과 부드러운 탄닌의 밸런스가 돋보이는 와인임. 미디움 바디로 긴 여운이 특징적임.,Sur Andino S.A,바이올렛 빛깔,"붉은 육류, 파스타, 치즈",부드럽고 부담없는 맛으로 쉽게 즐길 수 있는 와인으로 신선한 풍미를 가지고 있습니다.,http://www.wine.co.kr/wine/225
42,LA SIRENE DE GISCOURS ,http://www.wine.co.kr/upload/products/wineList/france/LASIRENEDEGISCOURS.png,13.0%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 기타","프랑스, 그랑크뤼, 마고","스모크한 플럼, 약간의 바닐라, 블랙베리류 등 과실풍미와 말린 허브, 시더 풍미가 돋보임","포도는 손으로 수확하며, 12~15일간 발효과정을 거칩니다. 이후 15~18개월간 오크통에서 숙성되며, 이 중 66%는 새 오크통을 사용합니다. 카버네 소비뇽을 주품종으로 하여 양조된 이 와인은 진한 체리빛을 띠며, 완숙한 붉은 과일류의 향이 살짝 가미된 복합적인 부케가 느껴지고, 훌륭한 구조감을 지닙니다. 탄닌맛은 강하면서도 깔끔하며, 부드럽게 블렌딩되어 있습니다.",LA SIRENE DE GISCOURS,옅은 보라빛,"전골, 수육, 포크 바베큐 립, 꼬치구이, 브뤼 치즈, 안심 요리 등",Parker Point 0,http://www.wine.co.kr/wine/386
43,LA CLOSERIE DE CAMENSAC ,http://www.wine.co.kr/upload/products/wineList/france/LACLOSERIEDECAMENSAC.png,12.5%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 기타","프랑스, 그랑크뤼, 오 메독","풍부한 과일향, 특히 복숭아,멜론 향을 느낄수 있으며 풍부한 바닐라이 복합적으로 어우러짐","100% 직접 손으로 수확한 포도로만 만든 이 와인은 16~20개월 동안 오크 배럴에서 숙성되며 매년 80%는 새로운 오크를 사용합니다. Chateau Camensac에서 만든 이 와인은 깊은 진홍색 컬러를 간직하고 있으며, 풍부한 아로마와 복합적이면서도 응축된 부케가 살아 있는 와인입니다.",LA CLOSERIE DE CAMENSAC,옅은 보라빛,"가금류 고기 구이, 치킨 그릴 구이, 버섯구이",,http://www.wine.co.kr/wine/440
44,LAN Gran Reserva ,http://www.wine.co.kr/upload/products/wineList/spain/LANGranReserva.png,13.0%,750ml,Red,Still,Dry,기타,"스페인, 리오하","잘익은 과일, 바닐라, 정교한 우드향","엄격한 규제에 의해 미국 및 프렌치 오크에서 24개월이상 숙성, 최소 36개월이상 병입숙성을 거친 정통 리오하 와인으로 오랜 숙성기간만큼 우아하고 균형을 잘 이루고 있습니다.",란,짙은 체리칼라,전반적으로 다양한 요리와 모두 어울리며 특히 붉은 육류 요리와 함께하시면 와인 고유의 특징을 더욱 깊이 느낄 수 있습니다.,란 그란 리세르바는 평균 20~25년 수령의 포도 나무에서 수확된 포도로 생산되는 와인입니다.,http://www.wine.co.kr/wine/252
45,LAN Limited Edition ,http://www.wine.co.kr/upload/products/wineList/spain/LANLimitedEdition.png,14.0%,750ml,Red,Still,Dry,기타,"스페인, 리오하","잘익은 과일, 발사믹, 미네랄","굉장한 개성이 느껴지는 와인으로 복합적이고 입안에 여운이 길게 남는 와인입니다. (5개월 프렌치 오크, 4개월 러시안 오크 배럴 숙성)",란,농축감 있는 레드,"붉은 육류, 잘 숙성된 치즈",'파고 엘 링컨(Pago el Rincon)'이라는 특정 지역의 35년 이상 수령 올드 바인으로부터 나온 선택된 포도들로만 만들어진 프리미엄 스페인와인입니다.,http://www.wine.co.kr/wine/254
46,LAN Crianza ,http://www.wine.co.kr/upload/products/wineList/spain/LANCrianza.png,13.0%,750ml,Red,Still,Dry,기타,"스페인, 리오하",풍부한 과실향이 우아하게 표현된 와인,최소 12개월 미국 및 프렌치 오크배럴 숙성을 거쳐 추가로 6개월이상 병입숙성을 거쳐 출시되는 와인으로 오크향과 과일향이 절묘한 조화를 이룬 신선함과 부드러움이 살아있는 리오하 정통 와인입니다.,란,보랏빛의 밝은 레드,"가벼운 샐러드, 파스타","2009. 10, ‘Wine & Spirits’에서 ‘100 Best Buys’선정/ 2008, 10, Wine Spectater ‘Best Buys’선정 2008,. 4, The Wine Trials ‘Best Red Wine from the old world’",http://www.wine.co.kr/wine/251
47,Lanson Gold Label ,http://www.wine.co.kr/upload/products/wineList/france/LansonGoldLabel.png,12.5%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이","프랑스, 상파뉴","파인애플, 약간의 가죽향 그리고 뜨겁게 달궈진 돌 향, 부싯돌향",부드럽고 풍부하며 입안에 꽉 차는 느낌으로 약간의 당도도 느껴진다,M.C.D.,볏짚색,"해산물, 생선요리, 치즈류 등","세계적으로 유명한 샴페인 하우스 랑송의 와인으로 매우 세밀한 기포가 특징이다. 영국, 스페인 왕실에도 납품되었던 샴페인",http://www.wine.co.kr/wine/483
48,Lanson Noble Cuvee ,http://www.wine.co.kr/upload/products/wineList/france/LansonNobleCuvee.png,12.5%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이","프랑스, 상파뉴","신선한 배, 꽃과 꿀향. 구운 사과와 씨나몬향",배와 꿀의 부드러움이 느껴짐,M.C.D.,밝은 황금색,"해산물, 생선요리, 치즈류 등","세계적으로 유명한 샴페인 하우스 랑송의 와인으로 매우 세밀한 기포가 특징이다. 영국, 스페인 왕실에도 납품되었던 샴페인",http://www.wine.co.kr/wine/481
49,Lanson Black Label ,http://www.wine.co.kr/upload/products/wineList/france/LansonBlackLabel.png,12.5%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이, 기타","프랑스, 상파뉴",봄날의 생생함을 느낄 수 있는 향 그리고 약간의 구운 향과 여러종류의 꽃에서 나는 벌꿀향,잘 익은 과일과 시트러스의 센세이션한 맛,M.C.D.,"아주 약간의 피노누아의 색, 그리고 호박색","해산물, 생선요리, 치즈류 등","세계적으로 유명한 샴페인 하우스 랑송의 와인으로 매우 세밀한 기포가 특징이다. 영국, 스페인 왕실에도 납품되었던 샴페인",http://www.wine.co.kr/wine/482
50,Remy Pannier Muscadet ,http://www.wine.co.kr/upload/products/wineList/france/20170403042012874.png,12.0%,750ml,White,Still,Dry,기타,"프랑스, 르와르",섬세한 꽃의 향과 레몬과 사과 등의 과실향이 느껴집니다.,"라이트 바디의 와인으로 시트러스와 라임 등의 상큼함이 조화롭습니다. 미네랄 캐릭터가 강하며, 특유의 과실향이 살아있고 산뜻한 느낌을 주는 와인입니다.",Remy Pannier,연한 노란색,"굴, 조개, 랍스터 등의 해산물 요리","Remy Pannier는 르와르 지방 전체 와인 생산의 10%에 달하는 비중을 차지하고 있으며, 125년이 넘는 세월 동안 수준 높은 AOC 와인을 만들어오고 있습니다. / “Top Five French Value Brands” : Wine & Spirits, 2009",http://www.wine.co.kr/wine/682
51,Loto ,http://www.wine.co.kr/upload/products/wineList/spain/Loto.png,11.0%,750ml,White,Still,Semi Sweet,기타,"스페인, 발데빼냐스",신선한 과일의 아로마,부드러운 탄닌의 밸런스와 부드러운 여운을 보여주는 이 와인은 달콤한 맛이 잘 살아 있어 와인을 처음 드시는 분들도 쉽게 즐기실 수 있는 미디엄 스위트 레드 와인입니다.,Felix Solis,바이올렛의 컬러가 살짝 감도는 반짝이는 루비색,"파스타, 가금류, 육류",합리적인 가격과 부담없는 맛으로 인기 있는 스페인 와인 (Lotte Mart전용),http://www.wine.co.kr/wine/242
52,Banfi Rosa Regale Brachetto dAcgui DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/BanfiRosaRegaleBrachettodAcguiDOCG.png,6.5%,750ml,Rose,Sparkling,Sweet,기타,"이태리, 피에몬테, 아뀌",은은한 장미향,매력적이고 풍부한 부케와 아몬드 향이 느껴지는 부드럽고 우아한 스파클링입니다. 지속적인 기포와 깊이 있는 맛에서 다른 브라케토에 비해 월등함이 도드라지는 와인입니다.,반피,핑크빛이 감도는 엷은 루비 칼라,"신선한 딸기와 과일 케이크와 쵸콜릿, 페스츄리","프리미엄 생산자가 생산한 고품질의 달콤한 브라케토 와인으로 매력적인 패키지와 제품명으로 특히 여성들에게 인기가 있으며, 선물로도 손색이 없는 스파클링 와인입니다.",http://www.wine.co.kr/wine/287
53,Banfi Rosa Regale Brachetto dAcgui DOCG375 ,http://www.wine.co.kr/upload/products/wineList/italy/BanfiRosaRegaleBrachettodAcguiDOCG375.png,6.5%,375ml,Rose,Sparkling,Sweet,기타,"이태리, 피에몬테, 아뀌",은은한 장미향,매력적이고 풍부한 부케와 아몬드 향이 느껴지는 부드럽고 우아한 스파클링입니다. 지속적인 기포와 깊이 있는 맛에서 다른 브라케토에 비해 월등함이 도드라지는 와인입니다.,반피,핑크빛이 감도는 엷은 루비 칼라,"신선한 딸기와 과일 케이크와 쵸콜릿, 페스츄리","프리미엄 생산자가 생산한 고품질의 달콤한 브라케토 와인으로 매력적인 패키지와 제품명으로 특히 여성들에게 인기가 있으며, 선물로도 손색이 없는 스파클링 와인입니다.",http://www.wine.co.kr/wine/288
54,Los Molinos Tempranillo ,http://www.wine.co.kr/upload/products/wineList/spain/LosMolinosTempranillo.png,12.5%,750ml,Red,Still,Dry,기타,"스페인, 발데빼냐스",레드 과실류의 신선한 아로마가 풍부한 와인,스위트한 탄닌이 입안을 가득 채우는 와인으로 가벼우면서도 정교한 맛이 우수한 조화를 이뤄 긴 여운을 자아냅니다,Felix Solis,짙은 루비 레드 칼라,"모든 타입의 육류와 잘 어울리며, 쌀 요리나 파스타와도 가볍게 조화됩니다.",합리적인 가격과 우수한 품질로 인해 스페인 Leading brand로 급성장하고 있는 와인입니다.,http://www.wine.co.kr/wine/246
55,Los Tilos Carmenere ,http://www.wine.co.kr/upload/products/wineList/chile/LosTilosCarmenere.png,12.5%,750ml,Red,Still,Medium Dry,기타,"칠레, 센트럴 벨리(Central Valley)","블랙커런트, 스파이시한 아로마가 강하게 나며, 담배, 커피, 바닐라 향도 함께 느낄수 있음.",파워풀하면서도 단맛과 부드러운 탄닌의 밸런스가 돋보이는 와인임. 미디움 바디로 긴 여운이 특징적임.,Sur Andino S.A,바이올렛 빛깔,"붉은 육류, 파스타, 치즈",부드럽고 부담없는 맛으로 쉽게 즐길 수 있는 와인으로 신선한 풍미를 가지고 있습니다.,http://www.wine.co.kr/wine/224
56,Los Tilos Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/LosTilosCabernetSauvignon.png,12.8%,750ml,Red,Still,Medium Dry,카버네 소비뇽,"칠레, 센트럴 벨리(Central Valley)",라즈베리과 블루베리와 같은 잘익은 붉은 계열의 과실향이 바닐라 향과 잘 어울어짐,"입안에서는 파워풀한 힘이 느껴지며, 단맛과 부드러운 탄닌의 좋은 균형을 보여주고 있음. 미디움 바디의 와이능로 긴 여운이 인상적임.",Sur Andino S.A,강렬한 붉은 빛깔에 가상자리에 바이올렛 색도 보임,"붉은 육류, 파스타, 치즈",과실의 맛을 충분히 느끼길 원하는 소비자들을 위한 레드 와인.,http://www.wine.co.kr/wine/223
57,Los Cardos Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/argentina/LosCardosCabernetSauvignon.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,아르헨티나 멘도사 Lujan de Cuyo,"블랙 커런트, 체리, 스파이스와 구운 오크향이 잘 느껴집니다.","입안에서는 매우 즐겁고 신선하며 우아한 타닌과 부드러움, 길고 조화로운 여운이 풍부하게 느껴지는 와인으로, 이 와인이 지닌 신선함과 아로마를 제대로 즐기기 위해서는 지금 마시는 것이 가장 좋습니다",Dona Paula,진하고 깊은 루비빛,"스테이크, 각종 스튜, 냄비요리, 그릴에 구운 야채, 파스타, 다양한 치즈 등",아르헨티나 최고의 와인산지인 멘도자의 중심에 자리잡고 있고 최근 2년간 아르헨티나 와인 수출성장부문에서 1위를 차지하는 성장력 있는 와이너리입니다.,http://www.wine.co.kr/wine/274
58,Los Cardos Malbec ,http://www.wine.co.kr/upload/products/wineList/argentina/LosCardosMalbec.png,13.5%,750ml,Red,Still,Dry,기타,아르헨티나 멘도사 Lujan de Cuyo,"레드 베리류, 자두 등의 향과 함께 스파이스, 블랙 페퍼, 민트 그리고 흑연의 온화한 특징이 잘 조화되어 있습니다","부드럽고 신선한 풀바디의 와인으로 천천히 성숙되어가면서 즐겁게 즐길 수 있으며, 와인메이킹 과정에서 매우 주의 깊게 관리하였음을 엿볼 수 있는 많은 정성이 가미된 와인으로 신선함과 아로마를 제대로 즐기기 위해서는 지금 마시는 것이 가장 좋습니다.",Dona Paula,진하고 깊은 루비빛,"양의 다리, 갈비요리, 소의 혀, 오븐이나 그릴에 구운 붉은색 육류요리, 굴라쉬, 중국요리 등",아르헨티나 최고의 와인산지인 멘도자의 중심에 자리잡고 있고 최근 2년간 아르헨티나 와인 수출성장부문에서 1위를 차지하는 성장력 있는 와이너리입니다.,http://www.wine.co.kr/wine/273
59,Los Cardos Malbec Rose ,http://www.wine.co.kr/upload/products/wineList/argentina/LosCardosMalbecRose.png,13.5%,750ml,Red,Still,Dry,기타,아르헨티나 멘도사 Lujan de Cuyo,잘 성숙한 붉은 과일 특히 딸기와 라즈베리의 아로마가 인상적으로 느껴집니다,입안에서는 섬세하고 우아하며 스위트한 마시기 쉬운 와인으로 신선함이 입안에 오래 남습니다.,Dona Paula,매력적이고 집중적인 핑크빛의 색,"식전주로 매우 이상적이며, 소금에 절인 고기(하몽), 생선, 소스를 곁들인 파스타 등",아르헨티나 최고의 와인산지인 멘도자의 중심에 자리잡고 있고 최근 2년간 아르헨티나 와인 수출성장부문에서 1위를 차지하는 성장력 있는 와이너리입니다.,http://www.wine.co.kr/wine/277
60,Los Cardos Merlot ,http://www.wine.co.kr/upload/products/wineList/argentina/LosCardosMerlot.png,13.5%,750ml,Red,Still,Dry,멜롯,아르헨티나 멘도사 85% Tupungato + 15% Ugarteche,잘 익은 붉은색 과일류와 스파이시한 허브향을 연상시키는 아로마,신선하며 우아하고 과일의 특징이 풍부한 맛을 느낄 수 있으며 부드러운 타닌과 산도로 인해 균형이 매우 잘 잡혀 있습니다. 풍부한 과일 맛과 향을 뒷맛까지 즐길 수 있는 와인으로 앞으로 3-5년 숙성 가능하며 음식과의 조화가 뛰어납니다.,Dona Paula,진한 붉은빛이 감도는 보라색 와인,"스테이크, 냄비요리, 스튜, 구운 야채, 각종 파스타 요리, 미트볼, 야채스튜 등",아르헨티나 최고의 와인산지인 멘도자의 중심에 자리잡고 있고 최근 2년간 아르헨티나 와인 수출성장부문에서 1위를 차지하는 성장력 있는 와이너리입니다.,http://www.wine.co.kr/wine/276
